CustomerID,nombre,fecha,order_total,gasto_acum
68,"Stuart, Higgins and Strickland",2023-04-13,61.86,11294.08
68,"Stuart, Higgins and Strickland",2023-04-16,63.38,11357.46
68,"Stuart, Higgins and Strickland",2023-07-01,267.50,11624.96
68,"Stuart, Higgins and Strickland",2023-09-30,250.64,11875.60
68,"Stuart, Higgins and Strickland",2023-10-14,1877.43,13753.03
69,Johnston-Odonnell,2022-10-17,1234.56,1234.56
69,Johnston-Odonnell,2023-01-03,2358.49,3593.05
69,Johnston-Odonnell,2023-01-16,742.08,4335.13
69,Johnston-Odonnell,2023-04-19,1335.00,5670.13
69,Johnston-Odonnell,2023-06-28,727.58,6397.71
69,Johnston-Odonnell,2023-07-27,474.00,6871.71
69,Johnston-Odonnell,2023-08-10,664.35,7536.06
69,Johnston-Odonnell,2023-10-23,1251.84,8787.90
69,Johnston-Odonnell,2024-01-24,912.91,9700.81
69,Johnston-Odonnell,2024-01-26,1173.06,10873.87
70,"Vaughn, Burton and Garcia",2022-03-18,430.91,430.91
70,"Vaughn, Burton and Garcia",2022-06-26,2553.30,2984.21
70,"Vaughn, Burton and Garcia",2022-08-12,923.62,3907.83
70,"Vaughn, Burton and Garcia",2023-01-15,1116.99,5024.82
70,"Vaughn, Burton and Garcia",2023-05-12,1802.92,6827.74
70,"Vaughn, Burton and Garcia",2023-08-29,585.06,7412.80
70,"Vaughn, Burton and Garcia",2023-10-05,1436.64,8849.44
70,"Vaughn, Burton and Garcia",2023-10-10,1522.49,10371.93
70,"Vaughn, Burton and Garcia",2023-10-15,73.97,10445.90
70,"Vaughn, Burton and Garcia",2023-10-17,2144.93,12590.83
70,"Vaughn, Burton and Garcia",2024-01-03,755.82,13346.65
70,"Vaughn, Burton and Garcia",2024-03-02,469.11,13815.76
71,"Patton, Reed and Patterson",2022-10-26,79.04,79.04
71,"Patton, Reed and Patterson",2022-10-30,869.96,949.00
71,"Patton, Reed and Patterson",2022-11-09,4878.92,5827.92
71,"Patton, Reed and Patterson",2022-11-13,278.76,6106.68
71,"Patton, Reed and Patterson",2022-12-02,410.50,6517.18
71,"Patton, Reed and Patterson",2022-12-13,977.84,7495.02
71,"Patton, Reed and Patterson",2022-12-29,13.94,7508.96
71,"Patton, Reed and Patterson",2023-01-15,2165.19,9674.15
71,"Patton, Reed and Patterson",2023-03-12,1396.36,11070.51
71,"Patton, Reed and Patterson",2023-03-26,1081.85,12152.36
71,"Patton, Reed and Patterson",2023-10-19,318.54,12470.90
71,"Patton, Reed and Patterson",2023-12-14,3140.58,15611.48
71,"Patton, Reed and Patterson",2024-01-16,1080.51,16691.99
72,Short-Garcia,2022-01-20,856.73,856.73
72,Short-Garcia,2022-02-25,1440.30,2297.03
72,Short-Garcia,2022-05-06,1950.45,4247.48
72,Short-Garcia,2022-09-08,829.40,5076.88
72,Short-Garcia,2022-09-12,89.25,5166.13
72,Short-Garcia,2022-10-29,324.81,5490.94
72,Short-Garcia,2023-06-15,1627.08,7118.02
72,Short-Garcia,2023-06-20,2913.03,10031.05
72,Short-Garcia,2023-07-31,624.00,10655.05
72,Short-Garcia,2023-10-23,180.98,10836.03
72,Short-Garcia,2023-12-06,1089.09,11925.12
72,Short-Garcia,2023-12-13,1455.00,13380.12
73,"Graham Ltd",2022-01-06,439.38,439.38
73,"Graham Ltd",2022-01-12,1766.86,2206.24
73,"Graham Ltd",2022-02-01,341.74,2547.98
73,"Graham Ltd",2022-02-19,1686.92,4234.90
73,"Graham Ltd",2022-03-20,1196.15,5431.05
73,"Graham Ltd",2022-05-09,564.27,5995.32
73,"Graham Ltd",2023-01-09,1713.80,7709.12
73,"Graham Ltd",2023-03-26,1439.26,9148.38
73,"Graham Ltd",2023-06-07,1521.02,10669.40
73,"Graham Ltd",2023-06-08,1874.18,12543.58
73,"Graham Ltd",2023-06-13,1397.68,13941.26
73,"Graham Ltd",2023-07-18,759.89,14701.15
73,"Graham Ltd",2023-08-01,360.40,15061.55
73,"Graham Ltd",2023-08-20,595.73,15657.28
73,"Graham Ltd",2023-09-29,112.07,15769.35
73,"Graham Ltd",2023-10-05,1335.22,17104.57
73,"Graham Ltd",2023-12-15,904.90,18009.47
73,"Graham Ltd",2023-12-17,1270.78,19280.25
74,Marshall-Petersen,2022-01-02,3604.20,3604.20
74,Marshall-Petersen,2022-01-30,1194.25,4798.45
74,Marshall-Petersen,2022-07-04,146.36,4944.81
74,Marshall-Petersen,2022-08-14,1937.32,6882.13
74,Marshall-Petersen,2022-09-05,548.46,7430.59
74,Marshall-Petersen,2022-11-29,625.18,8055.77
74,Marshall-Petersen,2023-01-13,366.80,8422.57
74,Marshall-Petersen,2023-02-13,315.14,8737.71
74,Marshall-Petersen,2023-02-25,1704.11,10441.82
74,Marshall-Petersen,2023-06-06,1409.61,11851.43
74,Marshall-Petersen,2023-07-07,871.16,12722.59
74,Marshall-Petersen,2023-07-29,457.05,13179.64
74,Marshall-Petersen,2023-09-14,37.38,13217.02
74,Marshall-Petersen,2023-10-01,1101.92,14318.94
74,Marshall-Petersen,2023-10-02,314.42,14633.36
74,Marshall-Petersen,2023-11-29,630.70,15264.06
74,Marshall-Petersen,2023-12-13,1495.92,16759.98
74,Marshall-Petersen,2023-12-14,1991.36,18751.34
74,Marshall-Petersen,2024-02-22,532.86,19284.20
74,Marshall-Petersen,2024-03-08,1178.18,20462.38
75,"Ramirez Group",2022-05-26,1532.96,1532.96
75,"Ramirez Group",2022-09-26,514.29,2047.25
75,"Ramirez Group",2022-10-12,212.93,2260.18
75,"Ramirez Group",2022-10-22,1491.13,3751.31
75,"Ramirez Group",2022-11-18,387.75,4139.06
75,"Ramirez Group",2022-11-22,1859.05,5998.11
75,"Ramirez Group",2022-11-24,736.50,6734.61
75,"Ramirez Group",2023-03-22,3481.61,10216.22
75,"Ramirez Group",2023-06-04,2813.98,13030.20
75,"Ramirez Group",2023-08-05,2725.84,15756.04
75,"Ramirez Group",2023-08-17,393.44,16149.48
75,"Ramirez Group",2023-09-10,1625.92,17775.40
75,"Ramirez Group",2023-10-11,977.23,18752.63
75,"Ramirez Group",2024-02-06,1375.62,20128.25
75,"Ramirez Group",2024-03-05,465.75,20594.00
76,"Gray, Johnson and Rosales",2022-02-07,1955.81,1955.81
76,"Gray, Johnson and Rosales",2022-03-15,975.40,2931.21
76,"Gray, Johnson and Rosales",2022-05-06,3637.27,6568.48
76,"Gray, Johnson and Rosales",2022-07-05,565.21,7133.69
76,"Gray, Johnson and Rosales",2022-08-16,1225.84,8359.53
76,"Gray, Johnson and Rosales",2022-09-22,216.81,8576.34
76,"Gray, Johnson and Rosales",2022-10-04,561.70,9138.04
76,"Gray, Johnson and Rosales",2022-10-09,1646.87,10784.91
76,"Gray, Johnson and Rosales",2022-11-24,558.12,11343.03
76,"Gray, Johnson and Rosales",2023-01-31,534.11,11877.14
76,"Gray, Johnson and Rosales",2023-02-04,532.44,12409.58
76,"Gray, Johnson and Rosales",2023-05-02,2160.62,14570.20
76,"Gray, Johnson and Rosales",2023-06-20,995.16,15565.36
76,"Gray, Johnson and Rosales",2023-07-23,425.55,15990.91
76,"Gray, Johnson and Rosales",2023-10-10,1721.16,17712.07
76,"Gray, Johnson and Rosales",2023-10-22,555.22,18267.29
76,"Gray, Johnson and Rosales",2024-02-16,2886.90,21154.19
77,Peterson-Beard,2022-03-23,1335.66,1335.66
77,Peterson-Beard,2022-04-28,1011.21,2346.87
77,Peterson-Beard,2022-06-30,1485.12,3831.99
77,Peterson-Beard,2022-07-03,1633.57,5465.56
77,Peterson-Beard,2022-09-09,144.54,5610.10
77,Peterson-Beard,2022-10-26,1842.97,7453.07
77,Peterson-Beard,2023-01-27,1782.62,9235.69
77,Peterson-Beard,2023-03-04,260.44,9496.13
77,Peterson-Beard,2023-08-26,540.87,10037.00
77,Peterson-Beard,2023-09-27,542.58,10579.58
77,Peterson-Beard,2023-11-12,1802.90,12382.48
77,Peterson-Beard,2023-12-16,389.55,12772.03
77,Peterson-Beard,2024-02-28,1011.43,13783.46
77,Peterson-Beard,2024-03-02,2825.30,16608.76
78,"Miller Ltd",2022-01-23,285.76,285.76
78,"Miller Ltd",2022-02-24,427.60,713.36
78,"Miller Ltd",2022-05-10,557.24,1270.60
78,"Miller Ltd",2022-08-01,192.43,1463.03
78,"Miller Ltd",2022-12-14,1500.51,2963.54
78,"Miller Ltd",2023-03-18,2112.94,5076.48
78,"Miller Ltd",2023-04-28,336.06,5412.54
78,"Miller Ltd",2023-10-05,2492.81,7905.35
78,"Miller Ltd",2023-10-05,2782.67,10688.02
78,"Miller Ltd",2023-12-12,86.80,10774.82
79,Brewer-Henry,2022-03-17,561.74,561.74
79,Brewer-Henry,2022-04-04,1253.91,1815.65
79,Brewer-Henry,2022-04-10,285.78,2101.43
79,Brewer-Henry,2022-05-09,2375.12,4476.55
79,Brewer-Henry,2022-05-18,675.00,5151.55
79,Brewer-Henry,2022-07-16,69.70,5221.25
79,Brewer-Henry,2022-11-05,2944.32,8165.57
79,Brewer-Henry,2022-11-14,4555.83,12721.40
79,Brewer-Henry,2023-01-05,1306.76,14028.16
79,Brewer-Henry,2023-01-18,2761.36,16789.52
79,Brewer-Henry,2023-02-12,544.34,17333.86
79,Brewer-Henry,2023-03-01,77.16,17411.02
79,Brewer-Henry,2023-06-06,2613.48,20024.50
79,Brewer-Henry,2023-06-13,282.48,20306.98
79,Brewer-Henry,2023-06-17,3501.48,23808.46
79,Brewer-Henry,2023-09-12,83.84,23892.30
79,Brewer-Henry,2023-10-07,576.10,24468.40
79,Brewer-Henry,2023-10-18,36.40,24504.80
79,Brewer-Henry,2023-12-19,144.03,24648.83
79,Brewer-Henry,2024-01-08,1428.25,26077.08
79,Brewer-Henry,2024-02-28,478.38,26555.46
79,Brewer-Henry,2024-03-08,1211.87,27767.33
80,"Torres PLC",2022-01-01,2025.70,2025.70
80,"Torres PLC",2022-03-22,442.99,2468.69
80,"Torres PLC",2022-07-16,421.78,2890.47
80,"Torres PLC",2022-08-04,175.89,3066.36
80,"Torres PLC",2022-09-27,700.53,3766.89
80,"Torres PLC",2022-11-27,2458.37,6225.26
80,"Torres PLC",2022-11-30,926.23,7151.49
80,"Torres PLC",2023-01-11,404.37,7555.86
80,"Torres PLC",2023-04-11,2248.89,9804.75
80,"Torres PLC",2023-05-09,1015.45,10820.20
80,"Torres PLC",2023-09-16,771.05,11591.25
80,"Torres PLC",2023-09-22,2397.99,13989.24
80,"Torres PLC",2023-10-09,79.04,14068.28
80,"Torres PLC",2024-01-07,2400.61,16468.89
80,"Torres PLC",2024-03-11,770.96,17239.85
81,Barajas-Pierce,2022-03-24,2726.27,2726.27
81,Barajas-Pierce,2022-06-07,910.58,3636.85
81,Barajas-Pierce,2022-10-10,2233.57,5870.42
81,Barajas-Pierce,2022-10-23,2750.74,8621.16
81,Barajas-Pierce,2022-12-20,1080.53,9701.69
81,Barajas-Pierce,2023-01-10,3402.18,13103.87
81,Barajas-Pierce,2023-02-24,432.72,13536.59
81,Barajas-Pierce,2023-05-01,666.47,14203.06
81,Barajas-Pierce,2023-06-19,123.75,14326.81
81,Barajas-Pierce,2023-08-15,829.00,15155.81
81,Barajas-Pierce,2023-09-09,1265.44,16421.25
81,Barajas-Pierce,2023-10-14,697.52,17118.77
81,Barajas-Pierce,2023-12-02,363.72,17482.49
81,Barajas-Pierce,2024-01-09,264.06,17746.55
81,Barajas-Pierce,2024-02-16,1175.88,18922.43
82,Hall-Griffith,2022-01-30,470.94,470.94
82,Hall-Griffith,2022-02-02,71.68,542.62
82,Hall-Griffith,2022-09-23,753.66,1296.28
82,Hall-Griffith,2022-10-12,873.75,2170.03
82,Hall-Griffith,2022-10-17,501.69,2671.72
82,Hall-Griffith,2022-12-05,1841.10,4512.82
82,Hall-Griffith,2023-01-25,174.75,4687.57
82,Hall-Griffith,2023-02-23,283.55,4971.12
82,Hall-Griffith,2023-04-24,4780.10,9751.22
82,Hall-Griffith,2023-05-02,2068.49,11819.71
82,Hall-Griffith,2023-05-31,1464.09,13283.80
82,Hall-Griffith,2023-07-07,489.42,13773.22
82,Hall-Griffith,2023-08-03,614.32,14387.54
82,Hall-Griffith,2023-09-15,1109.73,15497.27
82,Hall-Griffith,2023-10-13,701.43,16198.70
82,Hall-Griffith,2023-11-04,1388.90,17587.60
82,Hall-Griffith,2023-11-27,46.07,17633.67
82,Hall-Griffith,2024-01-10,672.12,18305.79
82,Hall-Griffith,2024-02-06,2048.03,20353.82
83,"Lopez, Robinson and Washington",2022-03-10,1220.45,1220.45
83,"Lopez, Robinson and Washington",2022-03-22,2251.67,3472.12
83,"Lopez, Robinson and Washington",2022-07-06,1209.16,4681.28
83,"Lopez, Robinson and Washington",2022-09-05,2435.34,7116.62
83,"Lopez, Robinson and Washington",2022-09-10,878.10,7994.72
83,"Lopez, Robinson and Washington",2022-10-17,1507.74,9502.46
83,"Lopez, Robinson and Washington",2023-03-25,1548.34,11050.80
83,"Lopez, Robinson and Washington",2023-04-26,3098.26,14149.06
83,"Lopez, Robinson and Washington",2023-06-10,1015.21,15164.27
83,"Lopez, Robinson and Washington",2024-01-11,864.41,16028.68
84,"Ward LLC",2022-03-08,747.59,747.59
84,"Ward LLC",2022-04-06,2849.02,3596.61
84,"Ward LLC",2022-04-29,2859.20,6455.81
84,"Ward LLC",2022-06-08,1328.10,7783.91
84,"Ward LLC",2022-06-14,494.31,8278.22
84,"Ward LLC",2022-06-19,1165.17,9443.39
84,"Ward LLC",2022-07-10,954.97,10398.36
84,"Ward LLC",2022-09-18,3086.89,13485.25
84,"Ward LLC",2022-09-19,2307.15,15792.40
84,"Ward LLC",2022-10-23,1691.06,17483.46
84,"Ward LLC",2022-11-20,1275.68,18759.14
84,"Ward LLC",2023-01-03,1362.98,20122.12
84,"Ward LLC",2023-07-25,1335.53,21457.65
84,"Ward LLC",2024-01-14,506.34,21963.99
84,"Ward LLC",2024-02-12,963.20,22927.19
85,"Tran Ltd",2022-03-23,731.28,731.28
85,"Tran Ltd",2022-05-18,2117.21,2848.49
85,"Tran Ltd",2022-06-10,1683.22,4531.71
85,"Tran Ltd",2022-11-18,1157.97,5689.68
85,"Tran Ltd",2023-02-07,2462.12,8151.80
85,"Tran Ltd",2023-03-11,545.80,8697.60
85,"Tran Ltd",2023-04-02,3659.28,12356.88
85,"Tran Ltd",2023-06-11,520.86,12877.74
85,"Tran Ltd",2023-06-19,359.55,13237.29
85,"Tran Ltd",2023-12-10,1888.72,15126.01
85,"Tran Ltd",2023-12-28,152.28,15278.29
85,"Tran Ltd",2024-01-10,993.56,16271.85
85,"Tran Ltd",2024-02-22,1955.16,18227.01
86,"Salas PLC",2022-07-17,307.33,307.33
86,"Salas PLC",2022-08-03,283.17,590.50
86,"Salas PLC",2022-08-26,1160.22,1750.72
86,"Salas PLC",2022-09-17,2714.21,4464.93
86,"Salas PLC",2022-09-27,1887.40,6352.33
86,"Salas PLC",2022-10-19,689.88,7042.21
86,"Salas PLC",2022-11-02,806.91,7849.12
86,"Salas PLC",2022-11-20,1233.96,9083.08
86,"Salas PLC",2023-03-02,286.92,9370.00
86,"Salas PLC",2023-05-09,315.60,9685.60
86,"Salas PLC",2023-05-12,1085.77,10771.37
86,"Salas PLC",2023-06-12,295.30,11066.67
86,"Salas PLC",2023-12-15,1522.17,12588.84
86,"Salas PLC",2024-01-01,348.66,12937.50
86,"Salas PLC",2024-01-22,562.90,13500.40
87,"Sheppard LLC",2022-02-10,601.25,601.25
87,"Sheppard LLC",2022-02-18,1362.78,1964.03
87,"Sheppard LLC",2022-05-23,37.43,2001.46
87,"Sheppard LLC",2022-07-16,26.81,2028.27
87,"Sheppard LLC",2022-09-10,1972.22,4000.49
87,"Sheppard LLC",2022-11-30,972.55,4973.04
87,"Sheppard LLC",2022-11-30,3087.69,8060.73
87,"Sheppard LLC",2023-05-17,514.66,8575.39
87,"Sheppard LLC",2023-06-13,338.26,8913.65
87,"Sheppard LLC",2023-07-31,1468.23,10381.88
87,"Sheppard LLC",2023-08-31,2030.03,12411.91
87,"Sheppard LLC",2023-10-11,1618.40,14030.31
88,Jones-Soto,2022-01-22,871.44,871.44
88,Jones-Soto,2022-04-19,408.58,1280.02
88,Jones-Soto,2022-04-21,703.15,1983.17
88,Jones-Soto,2022-05-24,2365.73,4348.90
88,Jones-Soto,2022-07-01,2065.93,6414.83
88,Jones-Soto,2022-09-05,1006.86,7421.69
88,Jones-Soto,2023-01-30,723.44,8145.13
88,Jones-Soto,2023-02-15,2433.73,10578.86
88,Jones-Soto,2023-02-17,492.26,11071.12
88,Jones-Soto,2023-03-25,316.48,11387.60
88,Jones-Soto,2023-04-17,1173.06,12560.66
88,Jones-Soto,2023-05-11,2615.39,15176.05
88,Jones-Soto,2023-07-01,230.44,15406.49
88,Jones-Soto,2023-08-25,165.24,15571.73
88,Jones-Soto,2023-09-07,990.02,16561.75
88,Jones-Soto,2023-10-15,4258.40,20820.15
88,Jones-Soto,2023-12-08,2194.76,23014.91
88,Jones-Soto,2023-12-10,631.20,23646.11
88,Jones-Soto,2024-03-04,1948.11,25594.22
89,Miller-Wright,2022-07-08,491.02,491.02
89,Miller-Wright,2022-07-12,935.62,1426.64
89,Miller-Wright,2022-08-08,4050.10,5476.74
89,Miller-Wright,2022-09-29,617.36,6094.10
89,Miller-Wright,2022-10-10,137.69,6231.79
89,Miller-Wright,2022-12-17,1781.19,8012.98
89,Miller-Wright,2023-05-26,1376.73,9389.71
89,Miller-Wright,2023-08-28,54.98,9444.69
89,Miller-Wright,2023-11-27,2031.46,11476.15
90,"James, Kerr and Evans",2022-01-11,174.54,174.54
90,"James, Kerr and Evans",2022-04-07,876.64,1051.18
90,"James, Kerr and Evans",2022-04-14,1685.50,2736.68
90,"James, Kerr and Evans",2022-05-10,33.64,2770.32
90,"James, Kerr and Evans",2022-05-12,2598.92,5369.24
90,"James, Kerr and Evans",2022-05-23,2209.00,7578.24
90,"James, Kerr and Evans",2022-06-14,1636.97,9215.21
90,"James, Kerr and Evans",2022-07-03,1328.97,10544.18
90,"James, Kerr and Evans",2022-07-25,30.52,10574.70
90,"James, Kerr and Evans",2022-08-18,2329.81,12904.51
90,"James, Kerr and Evans",2022-09-01,3827.26,16731.77
90,"James, Kerr and Evans",2022-09-09,495.12,17226.89
90,"James, Kerr and Evans",2022-12-05,3058.69,20285.58
90,"James, Kerr and Evans",2022-12-13,69.70,20355.28
90,"James, Kerr and Evans",2023-05-23,834.88,21190.16
90,"James, Kerr and Evans",2023-08-26,715.04,21905.20
90,"James, Kerr and Evans",2023-09-29,1142.47,23047.67
90,"James, Kerr and Evans",2023-10-09,637.38,23685.05
90,"James, Kerr and Evans",2023-10-30,623.28,24308.33
90,"James, Kerr and Evans",2023-11-06,744.32,25052.65
90,"James, Kerr and Evans",2024-01-07,229.76,25282.41
90,"James, Kerr and Evans",2024-01-12,711.86,25994.27
90,"James, Kerr and Evans",2024-01-30,1119.28,27113.55
91,"Garcia, Farmer and Garrett",2022-02-21,213.07,213.07
91,"Garcia, Farmer and Garrett",2022-02-25,1976.08,2189.15
91,"Garcia, Farmer and Garrett",2022-03-12,1055.34,3244.49
91,"Garcia, Farmer and Garrett",2022-05-12,1188.07,4432.56
91,"Garcia, Farmer and Garrett",2022-06-16,895.17,5327.73
91,"Garcia, Farmer and Garrett",2022-10-02,87.54,5415.27
91,"Garcia, Farmer and Garrett",2022-10-26,3233.87,8649.14
91,"Garcia, Farmer and Garrett",2022-11-04,975.58,9624.72
91,"Garcia, Farmer and Garrett",2022-11-06,318.56,9943.28
91,"Garcia, Farmer and Garrett",2022-11-07,1477.08,11420.36
91,"Garcia, Farmer and Garrett",2023-01-18,1020.72,12441.08
91,"Garcia, Farmer and Garrett",2023-02-23,762.36,13203.44
91,"Garcia, Farmer and Garrett",2023-03-06,1491.12,14694.56
91,"Garcia, Farmer and Garrett",2023-04-01,526.73,15221.29
91,"Garcia, Farmer and Garrett",2023-04-27,1937.30,17158.59
91,"Garcia, Farmer and Garrett",2023-05-10,604.45,17763.04
91,"Garcia, Farmer and Garrett",2023-05-23,2250.31,20013.35
91,"Garcia, Farmer and Garrett",2023-05-26,583.05,20596.40
91,"Garcia, Farmer and Garrett",2023-11-08,1295.31,21891.71
92,"Arnold and Sons",2022-01-30,1632.10,1632.10
92,"Arnold and Sons",2022-03-10,1032.56,2664.66
92,"Arnold and Sons",2022-05-28,1786.32,4450.98
92,"Arnold and Sons",2022-06-30,1342.63,5793.61
92,"Arnold and Sons",2022-12-29,1140.01,6933.62
92,"Arnold and Sons",2023-02-16,1849.78,8783.40
92,"Arnold and Sons",2023-03-02,255.74,9039.14
92,"Arnold and Sons",2023-03-04,153.93,9193.07
92,"Arnold and Sons",2023-03-29,1946.63,11139.70
92,"Arnold and Sons",2023-10-27,1380.58,12520.28
92,"Arnold and Sons",2023-11-30,1421.28,13941.56
92,"Arnold and Sons",2023-12-12,1718.88,15660.44
92,"Arnold and Sons",2024-01-02,3283.46,18943.90
93,"Hall Ltd",2022-01-11,584.70,584.70
93,"Hall Ltd",2022-05-19,77.16,661.86
93,"Hall Ltd",2022-06-16,355.65,1017.51
93,"Hall Ltd",2022-09-23,1049.68,2067.19
93,"Hall Ltd",2023-01-19,2943.44,5010.63
93,"Hall Ltd",2023-01-26,2967.20,7977.83
93,"Hall Ltd",2023-04-03,1423.81,9401.64
93,"Hall Ltd",2023-06-01,2251.28,11652.92
93,"Hall Ltd",2023-09-06,2086.12,13739.04
93,"Hall Ltd",2023-10-23,548.87,14287.91
93,"Hall Ltd",2023-11-05,700.48,14988.39
93,"Hall Ltd",2023-12-27,2603.28,17591.67
93,"Hall Ltd",2024-03-05,2427.93,20019.60
94,"Hall, Baker and Moody",2022-02-23,1770.56,1770.56
94,"Hall, Baker and Moody",2022-04-22,1865.68,3636.24
94,"Hall, Baker and Moody",2022-04-22,1083.60,4719.84
94,"Hall, Baker and Moody",2022-09-24,1147.63,5867.47
94,"Hall, Baker and Moody",2022-09-25,173.60,6041.07
94,"Hall, Baker and Moody",2022-12-20,1597.60,7638.67
94,"Hall, Baker and Moody",2023-02-14,355.77,7994.44
94,"Hall, Baker and Moody",2023-08-20,1616.31,9610.75
94,"Hall, Baker and Moody",2023-10-12,1316.27,10927.02
94,"Hall, Baker and Moody",2023-10-23,781.11,11708.13
94,"Hall, Baker and Moody",2024-01-04,666.47,12374.60
94,"Hall, Baker and Moody",2024-02-06,611.81,12986.41
94,"Hall, Baker and Moody",2024-02-10,667.50,13653.91
95,"Hernandez, Baker and Thomas",2022-01-11,1522.80,1522.80
95,"Hernandez, Baker and Thomas",2022-01-31,1342.53,2865.33
95,"Hernandez, Baker and Thomas",2022-02-23,95.30,2960.63
95,"Hernandez, Baker and Thomas",2022-03-23,991.62,3952.25
95,"Hernandez, Baker and Thomas",2022-07-05,540.90,4493.15
95,"Hernandez, Baker and Thomas",2022-07-25,709.90,5203.05
95,"Hernandez, Baker and Thomas",2023-01-08,1291.52,6494.57
95,"Hernandez, Baker and Thomas",2023-04-24,287.91,6782.48
95,"Hernandez, Baker and Thomas",2023-08-07,316.00,7098.48
95,"Hernandez, Baker and Thomas",2023-10-08,1676.85,8775.33
95,"Hernandez, Baker and Thomas",2023-11-05,1353.04,10128.37
95,"Hernandez, Baker and Thomas",2023-11-19,1633.64,11762.01
95,"Hernandez, Baker and Thomas",2023-12-26,2337.21,14099.22
95,"Hernandez, Baker and Thomas",2023-12-29,1392.02,15491.24
95,"Hernandez, Baker and Thomas",2024-03-10,174.12,15665.36
96,Gonzales-Harrison,2022-01-10,46.07,46.07
96,Gonzales-Harrison,2022-02-15,591.76,637.83
96,Gonzales-Harrison,2022-02-23,1812.33,2450.16
96,Gonzales-Harrison,2022-03-16,1153.16,3603.32
96,Gonzales-Harrison,2022-03-29,2264.01,5867.33
96,Gonzales-Harrison,2022-04-06,1661.25,7528.58
96,Gonzales-Harrison,2022-06-15,1070.31,8598.89
96,Gonzales-Harrison,2022-09-17,1404.26,10003.15
96,Gonzales-Harrison,2022-10-03,87.22,10090.37
96,Gonzales-Harrison,2022-11-16,228.12,10318.49
96,Gonzales-Harrison,2022-11-30,1087.04,11405.53
96,Gonzales-Harrison,2023-01-05,2479.68,13885.21
96,Gonzales-Harrison,2023-02-01,2161.54,16046.75
96,Gonzales-Harrison,2023-04-02,55.08,16101.83
96,Gonzales-Harrison,2023-04-24,1424.97,17526.80
96,Gonzales-Harrison,2023-07-22,2139.60,19666.40
96,Gonzales-Harrison,2023-11-19,178.93,19845.33
96,Gonzales-Harrison,2023-12-01,177.08,20022.41
96,Gonzales-Harrison,2024-01-09,1151.40,21173.81
96,Gonzales-Harrison,2024-01-17,297.84,21471.65
97,"Snyder, Miller and Williams",2022-06-02,2372.40,2372.40
97,"Snyder, Miller and Williams",2022-07-01,1157.04,3529.44
97,"Snyder, Miller and Williams",2022-07-09,856.89,4386.33
97,"Snyder, Miller and Williams",2022-08-09,1728.50,6114.83
97,"Snyder, Miller and Williams",2022-08-18,1502.22,7617.05
97,"Snyder, Miller and Williams",2022-08-23,724.75,8341.80
97,"Snyder, Miller and Williams",2022-08-24,872.07,9213.87
97,"Snyder, Miller and Williams",2022-08-26,3443.51,12657.38
97,"Snyder, Miller and Williams",2022-12-03,185.64,12843.02
97,"Snyder, Miller and Williams",2023-01-02,821.95,13664.97
97,"Snyder, Miller and Williams",2023-01-12,658.96,14323.93
97,"Snyder, Miller and Williams",2023-02-14,353.82,14677.75
97,"Snyder, Miller and Williams",2023-02-23,1238.16,15915.91
97,"Snyder, Miller and Williams",2023-09-01,1044.04,16959.95
97,"Snyder, Miller and Williams",2023-09-30,1010.83,17970.78
98,"Perez Ltd",2022-01-06,1546.11,1546.11
98,"Perez Ltd",2022-03-19,1001.32,2547.43
98,"Perez Ltd",2022-06-24,189.80,2737.23
98,"Perez Ltd",2022-08-29,1016.59,3753.82
98,"Perez Ltd",2022-09-06,2561.56,6315.38
98,"Perez Ltd",2022-10-11,355.32,6670.70
98,"Perez Ltd",2023-06-20,1972.17,8642.87
98,"Perez Ltd",2024-01-08,3185.24,11828.11
98,"Perez Ltd",2024-01-10,735.42,12563.53
98,"Perez Ltd",2024-01-17,2489.17,15052.70
98,"Perez Ltd",2024-02-15,1494.85,16547.55
98,"Perez Ltd",2024-03-10,1228.44,17775.99
99,"Hines and Sons",2022-03-26,2330.12,2330.12
99,"Hines and Sons",2022-07-22,452.37,2782.49
99,"Hines and Sons",2022-07-28,2652.63,5435.12
99,"Hines and Sons",2022-07-29,1136.70,6571.82
99,"Hines and Sons",2022-08-15,2370.44,8942.26
99,"Hines and Sons",2022-09-13,1597.75,10540.01
99,"Hines and Sons",2022-11-07,1432.76,11972.77
99,"Hines and Sons",2023-02-23,1897.78,13870.55
99,"Hines and Sons",2023-03-10,2776.83,16647.38
99,"Hines and Sons",2023-06-30,174.00,16821.38
99,"Hines and Sons",2023-07-09,849.10,17670.48
99,"Hines and Sons",2023-10-17,2603.20,20273.68
99,"Hines and Sons",2024-02-12,682.43,20956.11
100,White-Richards,2022-02-14,550.64,550.64
100,White-Richards,2022-04-10,304.76,855.40
100,White-Richards,2022-04-21,2360.82,3216.22
100,White-Richards,2022-07-01,1129.12,4345.34
100,White-Richards,2022-07-18,2236.69,6582.03
100,White-Richards,2022-10-17,731.64,7313.67
100,White-Richards,2022-10-23,1217.30,8530.97
100,White-Richards,2023-01-05,800.59,9331.56
100,White-Richards,2023-08-02,1580.00,10911.56
100,White-Richards,2023-08-09,2072.90,12984.46
100,White-Richards,2023-11-25,641.52,13625.98
100,White-Richards,2024-03-05,248.20,13874.18
100,White-Richards,2024-03-11,1442.32,15316.50
101,Cook-Santiago,2022-02-16,313.20,313.20
